Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2024,Washoe,NV,Passenger,5,0,5,68,73,6.85
October 31 2022,Autauga,AL,Passenger,2,0,2,18,20,10.00
October 31 2022,Kittitas,WA,Truck,5,0,5,14575,14580,0.03
November 30 2023,Leavenworth,KS,Passenger,2,2,4,85,89,4.49
January 31 2025,San Juan,WA,Passenger,820,253,1073,13482,14555,7.37
April 30 2024,Cowlitz,WA,Truck,17,0,17,27841,27858,0.06
June 30 2021,Clackamas,OR,Passenger,2,0,2,205,207,0.97
June 30 2019,Jefferson,IA,Passenger,1,0,1,3,4,25.00
September 30 2021,Whatcom,WA,Truck,4,0,4,43744,43748,0.01
February 29 2024,Allen,IN,Passenger,1,1,2,15,17,11.76
April 30 2020,Stevens,WA,Truck,0,0,0,18592,18592,0.00
March 31 2021,Ventura,CA,Passenger,1,2,3,306,309,0.97
December 31 2023,Douglas,WA,Truck,11,0,11,13032,13043,0.08
August 31 2019,Cowlitz,WA,Truck,0,0,0,28884,28884,0.00
March 31 2018,Hawaii,HI,Passenger,1,0,1,86,87,1.15
November 30 2018,Riverside,CA,Passenger,2,2,4,738,742,0.54
May 31 2024,Maui,HI,Passenger,2,0,2,25,27,7.41
December 31 2018,Stevens,WA,Passenger,16,27,43,31758,31801,0.14
August 31 2017,Yakima,WA,Truck,0,0,0,57627,57627,0.00
May 31 2019,Richland,SC,Passenger,0,1,1,157,158,0.63
December 31 2018,Cowlitz,WA,Passenger,72,94,166,72402,72568,0.23
September 30 2017,Collin,TX,Passenger,0,1,1,153,154,0.65
November 30 2019,Fulton,GA,Passenger,0,3,3,111,114,2.63
November 30 2018,Adams,WA,Passenger,5,5,10,12737,12747,0.08
May 31 2019,Jefferson,CO,Passenger,0,2,2,63,65,3.08
October 31 2017,Virginia Beach,VA,Passenger,2,1,3,655,658,0.46
September 30 2021,Chelan,WA,Truck,0,0,0,23078,23078,0.00
September 30 2022,Jefferson,WA,Truck,3,0,3,9361,9364,0.03
July 31 2021,Broward,FL,Passenger,2,0,2,120,122,1.64
February 29 2020,Dakota,MN,Passenger,0,1,1,34,35,2.86
March 31 2021,Virginia Beach,VA,Passenger,2,0,2,655,657,0.30
December 31 2021,Cameron,TX,Passenger,1,0,1,27,28,3.57
January 31 2020,King,WA,Truck,6,1,7,182488,182495,0.00
January 31 2024,Okanogan,WA,Passenger,171,77,248,26035,26283,0.94
September 30 2020,Spokane,WA,Passenger,796,511,1307,318304,319611,0.41
February 28 2023,Cumberland,PA,Passenger,1,0,1,49,50,2.00
September 30 2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54
March 31 2020,Douglas,WA,Passenger,71,40,111,28151,28262,0.39
October 31 2022,Platte,MO,Passenger,1,1,2,23,25,8.00
March 31 2023,Sumter,SC,Passenger,0,1,1,29,30,3.33
June 30 2019,Yakima,WA,Truck,0,0,0,59108,59108,0.00
February 28 2022,Klamath,OR,Passenger,1,0,1,39,40,2.50
August 31 2020,Wahkiakum,WA,Passenger,6,6,12,3028,3040,0.39
September 30 2018,Lincoln,OR,Passenger,1,0,1,69,70,1.43
September 30 2023,Polk,OR,Passenger,1,1,2,24,26,7.69
November 30 2021,Tarrant,TX,Passenger,3,0,3,189,192,1.56
February 28 2019,Saratoga,NY,Passenger,1,0,1,63,64,1.56
October 31 2024,Wahkiakum,WA,Truck,7,0,7,1776,1783,0.39
October 31 2020,Whatcom,WA,Passenger,1168,530,1698,149471,151169,1.12
October 31 2020,Sarasota,FL,Passenger,2,0,2,41,43,4.65
October 31 2021,Sacramento,CA,Passenger,2,1,3,270,273,1.10
January 31 2017,Mercer,NJ,Passenger,0,1,1,20,21,4.76
August 31 2017,Hardin,KY,Passenger,0,1,1,122,123,0.81
March 31 2025,Garfield,WA,Truck,0,0,0,988,988,0.00
February 28 2017,Pacific,WA,Truck,0,0,0,7481,7481,0.00
March 31 2022,Pierce,WA,Passenger,4615,2228,6843,548091,554934,1.23
February 28 2025,Isle of Wight,VA,Passenger,0,1,1,16,17,5.88
September 30 2021,Gwinnett,GA,Passenger,2,0,2,67,69,2.90
March 31 2023,El Dorado,CA,Passenger,1,0,1,30,31,3.23
November 30 2023,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
January 31 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
October 31 2020,Pima,AZ,Passenger,3,1,4,392,396,1.01
July 31 2020,Larimer,CO,Passenger,1,0,1,56,57,1.75
June 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
January 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
June 30 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
January 31 2024,Travis,TX,Passenger,3,3,6,122,128,4.69
April 30 2023,Yuba,CA,Passenger,1,0,1,55,56,1.79
February 29 2020,Spokane,WA,Truck,1,0,1,97064,97065,0.00
May 31 2020,Fort Bend,TX,Passenger,1,0,1,49,50,2.00
November 30 2022,Orange,CA,Passenger,9,4,13,462,475,2.74
October 31 2018,Hawaii,HI,Passenger,1,0,1,79,80,1.25
January 31 2025,Clackamas,OR,Passenger,3,1,4,114,118,3.39
February 29 2024,El Paso,CO,Passenger,10,6,16,567,583,2.74
June 30 2024,Cowlitz,WA,Truck,19,0,19,27799,27818,0.07
November 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2018,Lake,CA,Passenger,0,1,1,8,9,11.11
September 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
November 30 2024,Cowlitz,WA,Passenger,820,309,1129,69715,70844,1.59
May 31 2022,Chelan,WA,Truck,2,0,2,23033,23035,0.01
August 31 2025,Monterey,CA,Passenger,1,4,5,116,121,4.13
September 30 2024,Houston,GA,Passenger,1,0,1,29,30,3.33
May 31 2022,Whatcom,WA,Truck,5,0,5,43294,43299,0.01
June 30 2017,Thurston,WA,Truck,0,0,0,53240,53240,0.00
February 29 2020,Spokane,WA,Passenger,696,469,1165,317214,318379,0.37
March 31 2023,San Mateo,CA,Truck,1,0,1,7,8,12.50
June 30 2024,Middlesex,CT,Passenger,1,0,1,7,8,12.50
March 31 2025,Kittitas,WA,Passenger,665,162,827,29511,30338,2.73
March 31 2021,Sacramento,CA,Passenger,2,1,3,273,276,1.09
October 31 2025,Calvert,MD,Passenger,0,1,1,52,53,1.89
September 30 2024,Caddo,LA,Passenger,3,0,3,14,17,17.65
April 30 2022,Marin,CA,Passenger,1,1,2,43,45,4.44
November 30 2019,Putnam,TN,Passenger,0,1,1,6,7,14.29
June 30 2025,Sauk,WI,Passenger,0,1,1,0,1,100.00
August 31 2024,Wayne,MI,Passenger,1,0,1,29,30,3.33
May 31 2018,Benton,WA,Passenger,188,195,383,131241,131624,0.29
February 28 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
December 31 2017,Garfield,WA,Truck,0,0,0,942,942,0.00
January 31 2018,Los Angeles,CA,Passenger,4,4,8,1243,1251,0.64
February 28 2017,Jefferson,WA,Truck,0,0,0,9464,9464,0.00
January 31 2020,King,WA,Passenger,23167,7616,30783,1397365,1428148,2.16
June 30 2024,Deschutes,OR,Passenger,1,0,1,91,92,1.09
May 31 2025,King,WA,Passenger,98457,22826,121283,1298490,1419773,8.54
September 30 2025,Denver,CO,Passenger,3,0,3,56,59,5.08
December 31 2022,Portsmouth,VA,Passenger,1,1,2,72,74,2.70
May 31 2021,St. Louis,MO,Passenger,1,0,1,96,97,1.03
December 31 2021,Calvert,MD,Passenger,0,3,3,93,96,3.12
October 31 2018,Island,WA,Passenger,244,217,461,62927,63388,0.73
May 31 2025,Houston,GA,Passenger,1,0,1,26,27,3.70
February 28 2025,Deschutes,OR,Passenger,1,0,1,71,72,1.39
September 30 2024,King,WA,Passenger,85167,20285,105452,1302362,1407814,7.49
January 31 2022,Fresno,CA,Passenger,2,0,2,188,190,1.05
August 31 2020,Goochland,VA,Passenger,3,2,5,291,296,1.69
September 30 2019,Lake,IL,Passenger,1,0,1,173,174,0.57
August 31 2023,Weber,UT,Passenger,1,0,1,38,39,2.56
January 31 2024,Okanogan,WA,Truck,8,0,8,16334,16342,0.05
January 31 2024,Anchorage,AK,Passenger,1,0,1,110,111,0.90
March 31 2022,Island,WA,Truck,1,0,1,21318,21319,0.00
April 30 2021,Lincoln,OR,Passenger,1,0,1,43,44,2.27
July 31 2023,Carroll,MD,Passenger,0,1,1,23,24,4.17
August 31 2020,Newport,RI,Passenger,0,1,1,83,84,1.19
February 29 2020,Island,WA,Truck,1,0,1,21284,21285,0.00
July 31 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
September 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
January 31 2018,Snohomish,WA,Truck,1,0,1,121505,121506,0.00
September 30 2025,Kootenai,ID,Passenger,2,1,3,90,93,3.23
April 30 2017,Adams,WA,Passenger,2,3,5,12122,12127,0.04
December 31 2020,Ramsey,MN,Passenger,1,0,1,47,48,2.08
April 30 2018,Clay,FL,Passenger,0,1,1,104,105,0.95
November 30 2024,Autauga,AL,Passenger,1,2,3,15,18,16.67
November 30 2021,Denver,CO,Passenger,1,0,1,129,130,0.77
October 31 2020,Moore,NC,Passenger,0,1,1,167,168,0.60
September 30 2022,Cass,MN,Passenger,0,1,1,3,4,25.00
November 30 2020,Pierce,WA,Passenger,2755,1756,4511,553868,558379,0.81
May 31 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
January 31 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
April 30 2020,Pacific,WA,Passenger,30,34,64,15814,15878,0.40
August 31 2017,Yakima,WA,Passenger,54,67,121,160095,160216,0.08
February 29 2024,Dakota,MN,Passenger,1,1,2,14,16,12.50
May 31 2021,Island,WA,Passenger,599,309,908,62856,63764,1.42
March 31 2017,Whitman,WA,Truck,0,0,0,8385,8385,0.00
April 30 2025,Guam,GU,Passenger,0,1,1,31,32,3.12
July 31 2023,Albemarle,VA,Passenger,3,0,3,17,20,15.00
June 30 2024,San Mateo,CA,Passenger,6,1,7,96,103,6.80
August 31 2020,Orange,NC,Passenger,1,0,1,13,14,7.14
November 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
April 30 2022,Wahkiakum,WA,Passenger,20,11,31,3072,3103,1.00
October 31 2023,Klickitat,WA,Truck,13,0,13,8211,8224,0.16
April 30 2018,Beaufort,SC,Passenger,1,0,1,46,47,2.13
June 30 2023,Grant,WA,Truck,11,0,11,28040,28051,0.04
July 31 2022,Kings,CA,Passenger,2,0,2,319,321,0.62
March 31 2022,Pierce,WA,Truck,2,0,2,143092,143094,0.00
May 31 2023,Baltimore,MD,Passenger,2,0,2,75,77,2.60
March 31 2025,Fort Bend,TX,Passenger,1,0,1,18,19,5.26
February 28 2022,Montgomery,AL,Passenger,1,0,1,35,36,2.78
July 31 2020,Wise,TX,Passenger,1,0,1,9,10,10.00
November 30 2024,Fairfax,VA,Passenger,21,7,28,582,610,4.59
October 31 2021,Walla Walla,WA,Truck,0,0,0,14032,14032,0.00
September 30 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
November 30 2018,Salt Lake,UT,Passenger,1,0,1,242,243,0.41
September 30 2025,Benton,WA,Passenger,2547,973,3520,135638,139158,2.53
March 31 2019,St. Mary's,MD,Passenger,1,0,1,220,221,0.45
July 31 2025,Platte,MO,Passenger,0,1,1,9,10,10.00
August 31 2022,Wise,TX,Passenger,2,0,2,10,12,16.67
July 31 2020,King,WA,Passenger,24873,7755,32628,1369164,1401792,2.33
September 30 2023,Asotin,WA,Truck,0,0,0,6609,6609,0.00
September 30 2022,Boulder,CO,Passenger,2,0,2,50,52,3.85
October 31 2023,Island,WA,Truck,32,0,32,20743,20775,0.15
August 31 2019,Cascade,MT,Passenger,0,1,1,74,75,1.33
July 31 2024,Cook,IL,Passenger,4,2,6,213,219,2.74
March 31 2025,Skamania,WA,Truck,10,0,10,3843,3853,0.26
October 31 2017,Wise,TX,Passenger,1,0,1,4,5,20.00
April 30 2023,Atlantic,NJ,Passenger,1,0,1,9,10,10.00
August 31 2025,Douglas,NE,Passenger,1,1,2,16,18,11.11
July 31 2024,Mecklenburg,NC,Passenger,2,0,2,57,59,3.39
August 31 2025,Skamania,WA,Passenger,188,66,254,7708,7962,3.19
September 30 2025,Schuylkill,PA,Passenger,1,0,1,2,3,33.33
February 28 2021,Prince William,VA,Passenger,1,2,3,222,225,1.33
May 31 2023,Harnett,NC,Passenger,4,0,4,163,167,2.40
April 30 2018,Montgomery,TX,Passenger,1,0,1,66,67,1.49
September 30 2025,James City,VA,Passenger,1,0,1,31,32,3.12
January 31 2019,Montgomery,MD,Passenger,1,1,2,294,296,0.68
February 28 2021,Missoula,MT,Passenger,1,0,1,75,76,1.32
August 31 2023,Hawaii,HI,Passenger,2,0,2,44,46,4.35
October 31 2025,Monterey,CA,Truck,1,0,1,23,24,4.17
September 30 2023,Umatilla,OR,Passenger,0,1,1,55,56,1.79
January 31 2022,Hamilton,IN,Passenger,3,0,3,30,33,9.09
March 31 2022,Fairfax,VA,Passenger,5,3,8,698,706,1.13
October 31 2018,Klickitat,WA,Passenger,23,32,55,15382,15437,0.36
July 31 2022,Sumter,SC,Passenger,0,1,1,28,29,3.45
May 31 2024,New Haven,CT,Passenger,2,0,2,30,32,6.25
April 30 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
June 30 2018,Allegheny,PA,Passenger,1,0,1,83,84,1.19
June 30 2021,Lincoln,WA,Truck,0,0,0,4748,4748,0.00
May 31 2018,Klickitat,WA,Truck,0,0,0,8077,8077,0.00
July 31 2022,Rogers,OK,Passenger,1,0,1,8,9,11.11
May 31 2020,Nassau,NY,Passenger,5,0,5,39,44,11.36
September 30 2021,Utah,UT,Passenger,1,0,1,145,146,0.68
June 30 2019,Grant,WA,Passenger,41,61,102,64681,64783,0.16
October 31 2020,Grant,WA,Passenger,71,82,153,65685,65838,0.23
September 30 2025,Manatee,FL,Passenger,1,0,1,18,19,5.26
January 31 2021,Albemarle,VA,Passenger,1,0,1,23,24,4.17
March 31 2025,Virginia Beach,VA,Passenger,5,2,7,422,429,1.63
March 31 2023,Fredericksburg,VA,Passenger,1,0,1,4,5,20.00
May 31 2024,Newport News,VA,Passenger,1,0,1,119,120,0.83
April 30 2023,Santa Cruz,AZ,Passenger,1,0,1,5,6,16.67
May 31 2017,King,WA,Truck,8,1,9,188156,188165,0.00
June 30 2025,Riverside,CA,Passenger,11,2,13,382,395,3.29
February 28 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
January 31 2018,Wahkiakum,WA,Truck,0,0,0,1680,1680,0.00
June 30 2020,Okaloosa,FL,Passenger,0,1,1,147,148,0.68
April 30 2017,Kitsap,WA,Passenger,583,298,881,172598,173479,0.51
February 28 2022,Asotin,WA,Truck,0,0,0,6718,6718,0.00
September 30 2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
October 31 2018,Flathead,MT,Passenger,1,0,1,64,65,1.54
February 28 2025,El Paso,TX,Passenger,3,3,6,325,331,1.81
January 31 2022,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
September 30 2023,Kent,DE,Passenger,1,0,1,45,46,2.17
July 31 2019,DuPage,IL,Passenger,3,0,3,63,66,4.55
August 31 2023,Miami-Dade,FL,Passenger,2,0,2,89,91,2.20
February 28 2018,Orange,FL,Passenger,2,1,3,182,185,1.62
October 31 2019,Benton,WA,Passenger,307,303,610,134839,135449,0.45
January 31 2019,St. Clair,IL,Passenger,0,1,1,175,176,0.57
May 31 2023,McLennan,TX,Passenger,1,0,1,14,15,6.67
January 31 2021,Riverside,CA,Passenger,6,0,6,657,663,0.90
January 31 2022,Columbia,OR,Passenger,1,0,1,29,30,3.33
July 31 2025,King,WA,Truck,2717,1,2718,167764,170482,1.59
May 31 2021,Anchorage,AK,Passenger,1,0,1,159,160,0.62
December 31 2018,San Mateo,CA,Passenger,2,1,3,140,143,2.10
October 31 2020,Carson City,NV,Passenger,1,0,1,14,15,6.67
July 31 2020,Ada,ID,Passenger,0,1,1,314,315,0.32
November 30 2020,Skagit,WA,Passenger,483,235,718,91259,91977,0.78
January 31 2021,Baltimore,MD,Passenger,1,0,1,115,116,0.86
April 30 2022,Kitsap,WA,Truck,1,0,1,53639,53640,0.00
April 30 2020,Suffolk,MA,Passenger,0,2,2,42,44,4.55
September 30 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
November 30 2024,King,WA,Truck,2008,2,2010,169251,171261,1.17
September 30 2025,Spokane,WA,Truck,260,0,260,98753,99013,0.26
November 30 2021,Columbia,WA,Truck,0,0,0,1549,1549,0.00
November 30 2020,Flathead,MT,Passenger,2,0,2,66,68,2.94
August 31 2022,Barnstable,MA,Passenger,1,0,1,21,22,4.55
September 30 2020,Monroe,NY,Passenger,1,0,1,31,32,3.12
September 30 2018,Kitsap,WA,Passenger,840,499,1339,179327,180666,0.74
November 30 2024,Bexar,TX,Passenger,5,3,8,368,376,2.13
November 30 2022,Thurston,WA,Truck,34,0,34,54488,54522,0.06
January 31 2025,Stafford,VA,Passenger,4,0,4,64,68,5.88
March 31 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
April 30 2024,Philadelphia,PA,Passenger,0,1,1,49,50,2.00
July 31 2020,Bexar,TX,Passenger,3,5,8,646,654,1.22
July 31 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
September 30 2017,Stevens,WA,Truck,0,0,0,18234,18234,0.00
January 31 2017,Garfield,WA,Passenger,0,0,0,1285,1285,0.00
March 31 2022,San Mateo,CA,Passenger,4,1,5,112,117,4.27
April 30 2025,Pinal,AZ,Passenger,1,1,2,85,87,2.30
May 31 2023,Pulaski,MO,Passenger,3,0,3,123,126,2.38
July 31 2018,Lane,OR,Passenger,0,1,1,193,194,0.52
December 31 2023,Brevard,FL,Passenger,1,1,2,75,77,2.60
December 31 2017,Okanogan,WA,Truck,0,0,0,16263,16263,0.00
May 31 2024,Will,IL,Passenger,0,1,1,18,19,5.26
June 30 2019,Volusia,FL,Passenger,0,1,1,40,41,2.44
June 30 2023,Grant,WA,Passenger,282,126,408,66973,67381,0.61
June 30 2018,Lewis,WA,Truck,0,0,0,25471,25471,0.00
November 30 2018,Garfield,WA,Passenger,1,1,2,1330,1332,0.15
November 30 2022,San Juan,WA,Passenger,552,169,721,13945,14666,4.92
June 30 2025,Providence,RI,Passenger,1,0,1,18,19,5.26
September 30 2017,Madison,ID,Passenger,1,0,1,37,38,2.63
September 30 2024,Asotin,WA,Passenger,57,29,86,12184,12270,0.70
October 31 2025,Alexandria,VA,Passenger,6,1,7,86,93,7.53
June 30 2022,San Luis Obispo,CA,Passenger,2,1,3,75,78,3.85
August 31 2023,New Castle,DE,Passenger,1,0,1,20,21,4.76
May 31 2021,Hampshire,MA,Passenger,1,0,1,11,12,8.33
January 31 2022,Maricopa,AZ,Passenger,15,6,21,1474,1495,1.40
January 31 2025,Arapahoe,CO,Passenger,1,1,2,69,71,2.82
December 31 2023,Isle of Wight,VA,Passenger,0,1,1,20,21,4.76
August 31 2017,Nassau,NY,Passenger,1,1,2,40,42,4.76
March 31 2025,Lewis and Clark,MT,Passenger,1,0,1,18,19,5.26
May 31 2022,Wood,OH,Passenger,0,1,1,7,8,12.50
January 31 2023,Centre,PA,Passenger,1,0,1,9,10,10.00
February 29 2024,Stevens,WA,Passenger,142,72,214,29435,29649,0.72
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,9162,9178,0.17
July 31 2022,Suffolk,MA,Passenger,1,0,1,34,35,2.86
July 31 2018,Dale,AL,Passenger,0,1,1,58,59,1.69
May 31 2022,El Paso,TX,Passenger,2,0,2,399,401,0.50
April 30 2023,Los Angeles,CA,Passenger,9,6,15,879,894,1.68
August 31 2024,Cobb,GA,Passenger,1,0,1,50,51,1.96
February 29 2024,Brown,WI,Passenger,1,0,1,6,7,14.29
November 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2022,Santa Clara,CA,Passenger,22,4,26,314,340,7.65
May 31 2020,Calvert,MD,Passenger,0,2,2,94,96,2.08
October 31 2019,Collin,TX,Passenger,2,1,3,157,160,1.88
October 31 2024,Adams,CO,Passenger,1,0,1,35,36,2.78
October 31 2024,Otero,NM,Passenger,0,1,1,22,23,4.35
May 31 2020,Kittitas,WA,Passenger,102,48,150,29753,29903,0.50
January 31 2025,Kane,IL,Passenger,0,1,1,9,10,10.00
December 31 2022,Clallam,WA,Passenger,483,263,746,49289,50035,1.49
December 31 2020,Maui,HI,Passenger,2,0,2,31,33,6.06
July 31 2021,Montgomery,OH,Passenger,0,1,1,58,59,1.69
December 31 2021,Bartow,GA,Passenger,0,1,1,4,5,20.00
March 31 2025,Kittitas,WA,Truck,55,0,55,14607,14662,0.38
May 31 2019,Solano,CA,Passenger,1,0,1,224,225,0.44
May 31 2023,Lane,OR,Passenger,0,1,1,112,113,0.88
August 31 2023,Philadelphia,PA,Passenger,0,1,1,56,57,1.75
April 30 2022,San Bernardino,CA,Passenger,2,1,3,411,414,0.72
October 31 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2022,Beaufort,SC,Passenger,1,0,1,40,41,2.44
May 31 2024,Ada,ID,Passenger,3,0,3,167,170,1.76
June 30 2023,Grays Harbor,WA,Truck,7,0,7,20941,20948,0.03
December 31 2019,Duval,FL,Passenger,1,2,3,373,376,0.80
June 30 2019,Frederick,MD,Passenger,1,1,2,78,80,2.50
July 31 2017,Fairfax,VA,Passenger,3,1,4,850,854,0.47
August 31 2023,Island,WA,Passenger,1144,445,1589,60361,61950,2.56
March 31 2022,San Joaquin,CA,Passenger,1,1,2,121,123,1.63
January 31 2025,St. Mary's,MD,Passenger,4,1,5,194,199,2.51
July 31 2023,Charlottesville,VA,Passenger,0,1,1,5,6,16.67
June 30 2021,Howard,MD,Passenger,0,1,1,70,71,1.41
February 28 2023,Goochland,VA,Passenger,3,2,5,141,146,3.42
January 31 2024,Churchill,NV,Passenger,0,1,1,49,50,2.00
January 31 2019,Juneau,AK,Passenger,0,1,1,46,47,2.13
April 30 2023,Whatcom,WA,Passenger,2341,857,3198,147356,150554,2.12
November 30 2024,Klickitat,WA,Passenger,245,105,350,15266,15616,2.24
February 28 2021,,,Passenger,4,1,5,393,398,1.26
August 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
August 31 2024,Kitsap,WA,Truck,177,0,177,51376,51553,0.34
October 31 2023,Pierce,WA,Truck,197,0,197,134945,135142,0.15
March 31 2025,Mecklenburg,NC,Passenger,1,0,1,51,52,1.92
November 30 2021,Pacific,WA,Passenger,51,64,115,16030,16145,0.71
October 31 2024,Benton,WA,Truck,61,0,61,42999,43060,0.14
September 30 2022,Washington,OR,Passenger,1,0,1,377,378,0.26
September 30 2017,Missoula,MT,Passenger,1,0,1,72,73,1.37
August 31 2019,Denver,CO,Passenger,1,0,1,145,146,0.68
February 28 2025,Benton,WA,Passenger,2113,877,2990,137621,140611,2.13
November 30 2022,Kitsap,WA,Passenger,2688,1133,3821,176198,180019,2.12
February 28 2022,Kauai,HI,Passenger,1,0,1,23,24,4.17
February 28 2022,Wilson,NC,Passenger,1,0,1,2,3,33.33
February 29 2020,New York,NY,Passenger,2,0,2,73,75,2.67
November 30 2017,Orleans,LA,Passenger,0,1,1,47,48,2.08
July 31 2021,Kootenai,ID,Passenger,0,2,2,239,241,0.83
November 30 2019,Fresno,CA,Passenger,2,0,2,212,214,0.93
May 31 2022,Island,WA,Truck,1,0,1,21271,21272,0.00
October 31 2021,Mohave,AZ,Passenger,1,0,1,76,77,1.30
January 31 2020,Kittitas,WA,Truck,0,0,0,14661,14661,0.00
March 31 2021,Queens,NY,Passenger,2,0,2,60,62,3.23
February 28 2019,Maricopa,AZ,Passenger,6,4,10,1751,1761,0.57
July 31 2024,San Diego,CA,Truck,1,0,1,445,446,0.22
April 30 2020,Columbia,WA,Passenger,3,3,6,2407,2413,0.25
September 30 2023,Charles,MD,Passenger,1,1,2,65,67,2.99
October 31 2024,St. Lawrence,NY,Passenger,1,0,1,4,5,20.00
June 30 2024,Washington,WI,Passenger,1,0,1,0,1,100.00
January 31 2021,DuPage,IL,Passenger,4,1,5,64,69,7.25
August 31 2023,Harford,MD,Passenger,2,1,3,53,56,5.36
January 31 2020,Whitman,WA,Truck,0,0,0,8564,8564,0.00
October 31 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
November 30 2017,Thurston,WA,Passenger,457,380,837,189337,190174,0.44
June 30 2022,Nueces,TX,Passenger,1,0,1,68,69,1.45
September 30 2021,Geary,KS,Passenger,1,0,1,104,105,0.95
December 31 2024,Middlesex,MA,Passenger,5,1,6,88,94,6.38
September 30 2021,Tarrant,TX,Passenger,2,0,2,190,192,1.04
September 30 2024,Whitman,WA,Truck,11,0,11,8575,8586,0.13
September 30 2022,Pulaski,MO,Passenger,2,0,2,136,138,1.45
December 31 2017,Whitman,WA,Truck,0,0,0,8447,8447,0.00
June 30 2021,Loudoun,VA,Passenger,1,0,1,79,80,1.25
May 31 2020,Essex,MA,Passenger,1,0,1,28,29,3.45
March 31 2021,DeKalb,GA,Passenger,1,0,1,73,74,1.35
October 31 2023,Escambia,FL,Passenger,0,1,1,142,143,0.70
December 31 2019,Prince William,VA,Passenger,1,4,5,237,242,2.07
March 31 2024,Placer,CA,Passenger,2,0,2,77,79,2.53
August 31 2019,Polk,FL,Passenger,1,0,1,81,82,1.22
February 28 2019,Clark,WA,Passenger,1337,865,2202,311639,313841,0.70
July 31 2023,Honolulu,HI,Passenger,4,3,7,389,396,1.77
September 30 2020,Lincoln,WA,Passenger,5,10,15,7585,7600,0.20
May 31 2020,Larimer,CO,Passenger,1,0,1,58,59,1.69
July 31 2018,Clark,NV,Passenger,2,3,5,821,826,0.61
May 31 2018,Stevens,WA,Truck,0,0,0,18567,18567,0.00
July 31 2021,San Mateo,CA,Passenger,2,0,2,127,129,1.55
January 31 2022,Snohomish,WA,Passenger,7206,2278,9484,535632,545116,1.74
September 30 2017,Lake,CA,Passenger,0,1,1,13,14,7.14
September 30 2019,Charles,MD,Passenger,0,1,1,92,93,1.08
November 30 2023,Norfolk,VA,Passenger,2,1,3,281,284,1.06
November 30 2021,Gwinnett,GA,Passenger,2,0,2,70,72,2.78
November 30 2024,Kings,NY,Passenger,2,1,3,45,48,6.25
May 31 2019,Kitsap,WA,Passenger,1034,588,1622,180502,182124,0.89
February 29 2020,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
May 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
May 31 2021,Chelan,WA,Passenger,322,99,421,54681,55102,0.76
February 28 2023,San Bernardino,CA,Passenger,4,1,5,382,387,1.29
September 30 2020,Whitman,WA,Truck,0,0,0,8495,8495,0.00
September 30 2024,Lewis and Clark,MT,Passenger,1,0,1,16,17,5.88
April 30 2023,Pend Oreille,WA,Passenger,31,13,44,8862,8906,0.49
April 30 2022,Arlington,VA,Passenger,3,0,3,152,155,1.94
September 30 2022,Hays,TX,Passenger,1,0,1,13,14,7.14
June 30 2021,San Juan,WA,Passenger,430,136,566,14228,14794,3.83
January 31 2018,Monterey,CA,Passenger,0,2,2,207,209,0.96
April 30 2024,Cowlitz,WA,Passenger,681,274,955,69351,70306,1.36
September 30 2022,Douglas,CO,Passenger,1,1,2,85,87,2.30
October 31 2023,Benton,WA,Passenger,1314,639,1953,134939,136892,1.43
July 31 2023,Franklin,OH,Passenger,1,0,1,69,70,1.43
December 31 2024,Newport,RI,Truck,1,0,1,13,14,7.14
June 30 2020,Camden,NJ,Passenger,0,1,1,20,21,4.76
